ticket_id,ticket_text,category
TKT-114797,Auto renewal not working during checkout,Subscription Issue
TKT-114798,Need refund for duplicate payment for last 2 hours,Refund Request
TKT-114799,Possible phishing attempt reported on web portal,Fraud Alert
TKT-114800,Request failing with status code 503 during peak traffic,API Failure
TKT-114801,Payment deducted but order not confirmed while using net banking,Payment Failure
TKT-114802,Forgot password link expired for international transaction,Account Locked
TKT-114803,Verification process stuck after latest update,KYC Verification
TKT-114804,Unauthorized transaction detected for international transaction,Fraud Alert
TKT-114805,Fraudulent transfer detected on web portal,Fraud Alert
TKT-114806,Money transfer delayed unexpectedly while using net banking,Transaction Delay
TKT-114807,Refund initiated but not credited for last 2 hours,Refund Request
TKT-114808,Credit card payment unsuccessful for last 2 hours,Payment Failure
TKT-114809,Fraudulent transfer detected while using net banking,Fraud Alert
TKT-114810,Fund transfer processing slowly for international transaction,Transaction Delay
TKT-114811,Delayed settlement for bank transfer during peak traffic,Transaction Delay
TKT-114812,Received fraud alert notification after latest update,Fraud Alert
TKT-114813,Subscription cancelled unexpectedly while using net banking,Subscription Issue
TKT-114814,Unrecognized transaction in statement for last 2 hours,Fraud Alert
TKT-114815,Verification process stuck on web portal,KYC Verification
TKT-114816,Request failing with status code 503 during peak traffic,API Failure
TKT-114817,Need refund for duplicate payment since morning,Refund Request
TKT-114818,Premium features inaccessible in mobile application,Subscription Issue
TKT-114819,Transaction failed but money debited after retrying multiple times,Payment Failure
TKT-114820,Auto renewal not working during checkout,Subscription Issue
TKT-114821,Authentication failed repeatedly during peak traffic,Account Locked
TKT-114822,Pending payment not updated during peak traffic,Transaction Delay
TKT-114823,Unable to renew premium subscription during checkout,Subscription Issue
TKT-114824,Unable to complete customer verification while using net banking,KYC Verification
TKT-114825,Subscription cancelled unexpectedly after retrying multiple times,Subscription Issue
TKT-114826,KYC verification pending for many days after retrying multiple times,KYC Verification
TKT-114827,Pending payment not updated during checkout,Transaction Delay
TKT-114828,Cancelled order but refund pending for last 2 hours,Refund Request
TKT-114829,Card used without authorization during peak traffic,Fraud Alert
TKT-114830,Credit card payment unsuccessful during peak traffic,Payment Failure
TKT-114831,Credit card payment unsuccessful in mobile application,Payment Failure
TKT-114832,Billing issue for subscription plan in mobile application,Subscription Issue
TKT-114833,Access denied after security check since morning,Account Locked
TKT-114834,Payment stuck in pending state on web portal,Transaction Delay
TKT-114835,Auto renewal not working on web portal,Subscription Issue
TKT-114836,Access denied after security check after retrying multiple times,Account Locked
TKT-114837,Document upload failed during KYC since morning,KYC Verification
TKT-114838,Service unavailable during API request while using net banking,API Failure
TKT-114839,Access denied after security check in mobile application,Account Locked
TKT-114840,Online payment not processing on web portal,Payment Failure
TKT-114841,Refund status not updated during peak traffic,Refund Request
TKT-114842,Cancelled order but refund pending for international transaction,Refund Request
TKT-114843,Unable to complete payment via UPI while using net banking,Payment Failure
TKT-114844,Unable to login after password reset during checkout,Account Locked
TKT-114845,Frequent API connection resets after retrying multiple times,API Failure
TKT-114846,Refund not received after cancellation after retrying multiple times,Refund Request
TKT-114847,Request failing with status code 503 while using net banking,API Failure
TKT-114848,Bank transfer taking too long while using net banking,Transaction Delay
TKT-114849,API returning 500 internal server error for last 2 hours,API Failure
TKT-114850,Unknown device accessed account during peak traffic,Fraud Alert
TKT-114851,Forgot password link expired for international transaction,Account Locked
TKT-114852,Fund transfer processing slowly in mobile application,Transaction Delay
TKT-114853,Identity verification rejected for last 2 hours,KYC Verification
TKT-114854,Fund transfer processing slowly for last 2 hours,Transaction Delay
TKT-114855,PAN verification unsuccessful for international transaction,KYC Verification
TKT-114856,Verification process stuck after retrying multiple times,KYC Verification
TKT-114857,Document upload failed during KYC for international transaction,KYC Verification
TKT-114858,Unknown device accessed account after retrying multiple times,Fraud Alert
TKT-114859,Identity verification rejected after retrying multiple times,KYC Verification
TKT-114860,Refund status not updated since morning,Refund Request
TKT-114861,Received fraud alert notification for international transaction,Fraud Alert
TKT-114862,Login blocked after suspicious activity during peak traffic,Account Locked
TKT-114863,Address proof not accepted since morning,KYC Verification
TKT-114864,Subscription cancelled unexpectedly for international transaction,Subscription Issue
TKT-114865,Service unavailable during API request during peak traffic,API Failure
TKT-114866,Fund transfer processing slowly since morning,Transaction Delay
TKT-114867,API authentication failed for international transaction,API Failure
TKT-114868,Auto renewal not working during checkout,Subscription Issue
TKT-114869,Premium features inaccessible in mobile application,Subscription Issue
TKT-114870,Need refund for duplicate payment for last 2 hours,Refund Request
TKT-114871,Pending payment not updated after latest update,Transaction Delay
TKT-114872,Payment deducted but order not confirmed for last 2 hours,Payment Failure
TKT-114873,User account temporarily suspended in mobile application,Account Locked
TKT-114874,Unable to login after password reset since morning,Account Locked
TKT-114875,Unable to login after password reset on web portal,Account Locked
TKT-114876,Fraudulent transfer detected on web portal,Fraud Alert
TKT-114877,Credit card payment unsuccessful on web portal,Payment Failure
TKT-114878,Unable to complete customer verification during peak traffic,KYC Verification
TKT-114879,KYC verification pending for many days since morning,KYC Verification
TKT-114880,Need refund for duplicate payment during checkout,Refund Request
TKT-114881,Suspicious debit from unknown merchant on web portal,Fraud Alert
TKT-114882,Login blocked after suspicious activity since morning,Account Locked
TKT-114883,Unable to renew premium subscription on web portal,Subscription Issue
TKT-114884,Delayed settlement for bank transfer after retrying multiple times,Transaction Delay
