incident_title,affected_users,cpu_usage,error_rate,severity
Disk usage warning,1342,44,7,Low
High error rate detected,5819,77,32,High
Search response degraded,2539,83,9,Medium
Monitoring alert review,0,38,0,Informational
Cache miss increase,1666,66,8,Medium
Cache miss increase,2503,63,5,Medium
Disk usage warning,520,39,8,Low
SSL expires in 10 days,0,26,0,Informational
Message queue backlog,20318,91,57,High
CPU threshold warning,307,45,8,Low
Cache miss increase,4846,73,9,Medium
Elevated latency observed,7518,79,14,Medium
Monitoring alert review,0,12,0,Informational
Core API crash,55645,87,49,Critical
CPU threshold warning,866,44,4,Low
Elevated latency observed,1650,80,11,Medium
Elevated latency observed,7760,65,27,Medium
Login API timeout,7244,81,34,High
Search response degraded,4807,57,20,Medium
Elevated latency observed,2912,59,7,Medium
Disk usage warning,1477,52,8,Low
Message queue backlog,25951,75,56,High
Capacity report generated,0,6,0,Informational
Search response degraded,9691,65,18,Medium
CPU threshold warning,617,72,4,Low
Elevated latency observed,8065,58,8,Medium
Search response degraded,8927,55,26,Medium
Backup delay detected,211,59,5,Low
Intermittent connection issues,9726,84,19,Medium
SSL expires in 10 days,0,13,0,Informational
SSL expires in 10 days,0,23,0,Informational
Elevated latency observed,8315,57,9,Medium
High error rate detected,4396,88,41,High
CPU threshold warning,1856,73,7,Low
Backup delay detected,1016,66,4,Low
Elevated latency observed,8155,59,13,Medium
Intermittent connection issues,8980,82,26,Medium
Backup delay detected,1309,67,3,Low
Backup delay detected,1570,58,5,Low
Cache miss increase,1625,83,19,Medium
Search response degraded,6553,84,5,Medium
Memory usage elevated,1644,63,5,Low
Search response degraded,9959,77,20,Medium
Disk usage warning,444,71,1,Low
Routine maintenance notice,0,46,0,Informational
Regional service degradation,29017,84,49,High
Regional service degradation,8884,79,46,High
Payment gateway unavailable,73956,93,85,Critical
Cache miss increase,8343,73,21,Medium
Search response degraded,4553,64,21,Medium
Monitoring alert review,0,10,0,Informational
Message queue backlog,20901,87,59,High
Intermittent connection issues,4262,60,29,Medium
Login API timeout,11879,83,36,High
Cache miss increase,1013,59,15,Medium
Disk usage warning,247,39,4,Low
Elevated latency observed,1559,58,27,Medium
Search response degraded,5182,77,18,Medium
Regional service degradation,18295,75,29,High
Disk usage warning,234,40,7,Low
SSL expires in 10 days,0,49,0,Informational
Routine maintenance notice,0,34,0,Informational
Regional service degradation,5357,83,23,High
SSL expires in 10 days,0,39,0,Informational
Message queue backlog,9385,87,23,High
Routine maintenance notice,0,16,0,Informational
SSL expires in 10 days,0,39,0,Informational
CPU threshold warning,1257,73,2,Low
High error rate detected,28207,92,42,High
Backup delay detected,1060,55,3,Low
Memory usage elevated,1719,60,2,Low
Login API timeout,4779,77,56,High
Backup delay detected,1421,44,0,Low
Cache miss increase,1044,78,22,Medium
Intermittent connection issues,9816,65,23,Medium
Message queue backlog,7917,76,24,High
High error rate detected,29221,76,59,High
Login API timeout,9593,95,30,High
Search response degraded,5076,57,16,Medium
Authentication service outage,33253,96,64,Critical
Regional service degradation,19862,75,26,High
Cache miss increase,7710,61,19,Medium
Capacity report generated,0,17,0,Informational
Production database down,55564,94,52,Critical
Login API timeout,3480,91,43,High
Cache miss increase,3571,63,14,Medium
Backup delay detected,464,71,5,Low
Monitoring alert review,0,7,0,Informational
Memory usage elevated,1365,41,4,Low
Memory usage elevated,1342,48,7,Low
High error rate detected,17778,81,26,High
Payment gateway unavailable,48206,92,45,Critical
Production database down,97401,98,88,Critical
Regional service degradation,7046,95,33,High
Payment gateway unavailable,40504,87,78,Critical
Login API timeout,24022,76,56,High
Authentication service outage,58653,98,44,Critical
Elevated latency observed,853,58,17,Medium
Intermittent connection issues,9597,57,9,Medium
Production database down,16573,85,47,Critical
Memory usage elevated,1946,69,5,Low
Backup delay detected,1230,68,1,Low
SSL expires in 10 days,0,49,0,Informational
Regional service degradation,9718,89,42,High
Capacity report generated,0,31,0,Informational
Search response degraded,4109,55,15,Medium
Routine maintenance notice,0,39,0,Informational
Disk usage warning,86,46,3,Low
Memory usage elevated,237,67,2,Low
SSL expires in 10 days,0,30,0,Informational
Elevated latency observed,3304,75,7,Medium
SSL expires in 10 days,0,13,0,Informational
Search response degraded,6128,57,16,Medium
Backup delay detected,10,60,3,Low
Backup delay detected,96,40,9,Low
Cache miss increase,6153,60,5,Medium
Intermittent connection issues,2461,83,13,Medium
SSL expires in 10 days,0,37,0,Informational
Memory usage elevated,1977,58,1,Low
Authentication service outage,79171,93,41,Critical
Backup delay detected,1012,53,2,Low
Backup delay detected,988,37,1,Low
Memory usage elevated,578,72,2,Low
Disk usage warning,839,41,3,Low
Cache miss increase,6765,59,8,Medium
Routine maintenance notice,0,21,0,Informational
High error rate detected,6494,84,55,High
Payment gateway unavailable,73780,85,41,Critical
SSL expires in 10 days,0,45,0,Informational
Message queue backlog,4677,79,21,High
Capacity report generated,0,33,0,Informational
Monitoring alert review,0,26,0,Informational
CPU threshold warning,1897,46,2,Low
Core API crash,35269,92,70,Critical
Disk usage warning,1951,54,7,Low
Core API crash,92852,93,86,Critical
Regional service degradation,27092,81,29,High
Intermittent connection issues,7805,59,7,Medium
CPU threshold warning,1035,41,5,Low
Backup delay detected,151,71,1,Low
Login API timeout,7094,91,37,High
Disk usage warning,267,49,7,Low
SSL expires in 10 days,0,9,0,Informational
High error rate detected,12971,85,46,High
Payment gateway unavailable,41257,96,94,Critical
Intermittent connection issues,2146,64,20,Medium
Intermittent connection issues,8952,80,28,Medium
Login API timeout,27809,89,51,High
Regional service degradation,25307,80,27,High
Payment gateway unavailable,80013,97,59,Critical
Monitoring alert review,0,24,0,Informational
Memory usage elevated,1491,45,8,Low
Login API timeout,8511,91,55,High
Login API timeout,20205,93,22,High
Backup delay detected,372,55,7,Low
Backup delay detected,1176,36,1,Low
Regional service degradation,4138,87,32,High
Cache miss increase,4919,78,29,Medium
CPU threshold warning,785,62,8,Low
Elevated latency observed,3943,60,6,Medium
Backup delay detected,404,51,2,Low
Search response degraded,8308,59,26,Medium
Elevated latency observed,9293,60,15,Medium
Memory usage elevated,1858,61,5,Low
Cache miss increase,775,65,27,Medium
Regional service degradation,15339,87,51,High
Cache miss increase,7919,71,25,Medium
Monitoring alert review,0,8,0,Informational
Login API timeout,27555,91,30,High
Disk usage warning,1058,61,9,Low
High error rate detected,24768,78,36,High
Login API timeout,16253,89,41,High
Production database down,27298,87,90,Critical
CPU threshold warning,1408,48,3,Low
Cache miss increase,866,64,8,Medium
Monitoring alert review,0,14,0,Informational
Elevated latency observed,9338,69,21,Medium
Regional service degradation,15130,90,38,High
Cache miss increase,8493,62,18,Medium
CPU threshold warning,730,69,6,Low
Search response degraded,7790,65,23,Medium
Cache miss increase,3886,64,25,Medium
Disk usage warning,1231,46,9,Low
Message queue backlog,17093,88,27,High
Message queue backlog,19443,81,24,High
Message queue backlog,9573,82,40,High
Capacity report generated,0,35,0,Informational
Backup delay detected,739,65,0,Low
Memory usage elevated,77,53,7,Low
Intermittent connection issues,5024,68,18,Medium
Login API timeout,21039,91,31,High
Login API timeout,12719,91,53,High
Search response degraded,9653,57,5,Medium
Authentication service outage,90666,99,50,Critical
High error rate detected,24110,79,27,High
CPU threshold warning,89,72,8,Low
Elevated latency observed,4765,78,14,Medium
Search response degraded,3009,69,29,Medium
Search response degraded,2757,66,16,Medium
Login API timeout,10331,92,30,High
Login API timeout,26945,90,27,High
Payment gateway unavailable,79985,90,64,Critical
Cache miss increase,5563,60,18,Medium
Intermittent connection issues,8589,70,26,Medium
Cache miss increase,2609,59,17,Medium
Regional service degradation,10622,77,35,High
Elevated latency observed,2204,63,17,Medium
CPU threshold warning,1223,68,8,Low
Production database down,24120,96,64,Critical
Intermittent connection issues,2451,64,12,Medium
High error rate detected,17653,86,39,High
CPU threshold warning,1261,38,2,Low
CPU threshold warning,303,58,6,Low
Backup delay detected,470,54,1,Low
Production database down,65834,89,60,Critical
SSL expires in 10 days,0,33,0,Informational
Production database down,43643,99,40,Critical
Disk usage warning,1835,66,7,Low
Message queue backlog,7825,84,55,High
Core API crash,73886,97,53,Critical
Elevated latency observed,944,75,9,Medium
Authentication service outage,56844,95,64,Critical
Search response degraded,1120,60,25,Medium
High error rate detected,25461,91,32,High
Elevated latency observed,6700,75,20,Medium
Intermittent connection issues,4301,62,16,Medium
Production database down,24587,88,80,Critical
Memory usage elevated,673,54,7,Low
CPU threshold warning,1055,47,9,Low
Login API timeout,10957,76,20,High
Regional service degradation,25084,76,45,High
Regional service degradation,21286,95,26,High
Intermittent connection issues,9981,73,12,Medium
Memory usage elevated,12,71,2,Low
Elevated latency observed,8460,70,9,Medium
Cache miss increase,2048,66,16,Medium
Regional service degradation,7810,87,37,High
Elevated latency observed,3435,56,29,Medium
Login API timeout,22274,83,41,High
Elevated latency observed,6904,76,8,Medium
SSL expires in 10 days,0,42,0,Informational
Backup delay detected,1916,49,9,Low
Regional service degradation,26937,79,51,High
Cache miss increase,5547,71,19,Medium
Cache miss increase,4532,62,20,Medium
Monitoring alert review,0,47,0,Informational
CPU threshold warning,1893,50,9,Low
Backup delay detected,566,37,5,Low
Capacity report generated,0,10,0,Informational
CPU threshold warning,1892,64,7,Low
Capacity report generated,0,37,0,Informational
Capacity report generated,0,48,0,Informational
CPU threshold warning,1200,70,8,Low
Backup delay detected,1195,59,7,Low
Core API crash,95970,85,63,Critical
Payment gateway unavailable,44097,98,68,Critical
Capacity report generated,0,32,0,Informational
Production database down,16501,87,62,Critical
Routine maintenance notice,0,21,0,Informational
Capacity report generated,0,5,0,Informational
Intermittent connection issues,9778,74,17,Medium
Intermittent connection issues,3534,60,25,Medium
Capacity report generated,0,24,0,Informational
Capacity report generated,0,11,0,Informational
CPU threshold warning,614,39,1,Low
Memory usage elevated,1086,58,5,Low
Backup delay detected,951,59,3,Low
Disk usage warning,1446,40,5,Low
Disk usage warning,1017,67,6,Low
Elevated latency observed,8231,73,22,Medium
CPU threshold warning,1962,52,5,Low
SSL expires in 10 days,0,22,0,Informational
Capacity report generated,0,30,0,Informational
Elevated latency observed,8807,71,28,Medium
High error rate detected,6506,79,51,High
Search response degraded,1812,81,10,Medium
Elevated latency observed,7843,64,6,Medium
Elevated latency observed,666,62,22,Medium
Capacity report generated,0,21,0,Informational
Routine maintenance notice,0,44,0,Informational
Elevated latency observed,2478,74,13,Medium
Capacity report generated,0,24,0,Informational
Search response degraded,1890,58,10,Medium
Capacity report generated,0,46,0,Informational
Regional service degradation,21905,83,47,High
Cache miss increase,7281,57,27,Medium
CPU threshold warning,1101,40,6,Low
Routine maintenance notice,0,38,0,Informational
Monitoring alert review,0,42,0,Informational
Authentication service outage,74490,96,47,Critical
Monitoring alert review,0,9,0,Informational
Regional service degradation,11496,95,57,High
Capacity report generated,0,29,0,Informational
Intermittent connection issues,5632,62,21,Medium
Core API crash,36682,93,73,Critical
High error rate detected,19451,95,56,High
Backup delay detected,1067,49,2,Low
Cache miss increase,1316,71,8,Medium
SSL expires in 10 days,0,46,0,Informational
Backup delay detected,1258,70,2,Low
Cache miss increase,2448,84,28,Medium
Disk usage warning,587,49,3,Low
Production database down,34109,99,54,Critical
Message queue backlog,27715,76,20,High
Intermittent connection issues,4464,57,15,Medium
High error rate detected,24415,86,32,High
Memory usage elevated,631,71,9,Low
High error rate detected,25470,92,49,High
Routine maintenance notice,0,49,0,Informational
Cache miss increase,7434,63,19,Medium
Monitoring alert review,0,32,0,Informational
SSL expires in 10 days,0,16,0,Informational
Core API crash,18894,93,75,Critical
Monitoring alert review,0,15,0,Informational
Disk usage warning,1050,63,6,Low
Message queue backlog,8996,84,51,High
Core API crash,72459,87,43,Critical
Production database down,31857,86,58,Critical
Monitoring alert review,0,25,0,Informational
Intermittent connection issues,7822,65,11,Medium
Memory usage elevated,1399,35,8,Low
High error rate detected,20680,91,20,High
Search response degraded,3926,70,25,Medium
CPU threshold warning,1383,42,1,Low
Cache miss increase,3232,61,9,Medium
Search response degraded,4539,75,13,Medium
Disk usage warning,1381,43,7,Low
CPU threshold warning,441,37,9,Low
Backup delay detected,1596,36,9,Low
Memory usage elevated,1119,51,4,Low
Elevated latency observed,8807,56,6,Medium
Intermittent connection issues,3200,61,16,Medium
Disk usage warning,1544,50,0,Low
Search response degraded,3258,63,23,Medium
Message queue backlog,9322,86,26,High
Search response degraded,994,84,22,Medium
Capacity report generated,0,13,0,Informational
Cache miss increase,8862,55,26,Medium
Memory usage elevated,373,72,4,Low
Capacity report generated,0,15,0,Informational
Regional service degradation,14156,92,26,High
